# id,price_doc
401,17612595.68
402,15169784.19
404,12191144.58
409,17174212.45
410,15011105.84
411,16367983.79
416,15799160.66
425,23127814.11
428,20481221.29
432,18886995.54
435,23767587.65
438,23044764.93
439,21710800.88
445,16323440.88
446,17486557.08
447,18972075.02
448,16378302.86
455,34379218.90
457,16182520.07
458,15581754.24
461,24580014.33
463,15772998.85
465,16960582.83
466,16440946.35
469,16912660.62
475,17560427.57
476,17129645.62
482,16881812.53
491,18410720.83
496,19355478.37
498,22660175.65
500,17278298.83
503,31848031.43
515,16864057.15
516,19840189.59
518,19225056.54
524,15298314.11
528,15163009.54
531,15553967.07
533,19118660.93
534,19967961.00
540,13913123.07
541,17564567.44
546,20379177.58
554,14498368.28
555,18752637.65
561,18230872.07
564,17840690.89
569,14286128.88
570,21186764.41
573,23213376.79
585,16094613.07
588,15480994.57
589,19727975.61
592,14278906.61
593,23941596.58
604,19453928.31
611,14486532.01
614,17529086.61
615,17613678.07
623,15109274.66
629,14957546.45
631,18223544.23
634,19161419.52
637,15076383.42
639,16600851.93
642,21568601.87
645,16898715.58
652,21924418.58
659,27937340.22
661,16193588.87
678,18393259.25
680,15702935.25
684,17693883.22
688,14215965.81
689,17170744.02
697,15129097.92
701,15744853.52
702,15649820.11
703,13285086.92
704,16245899.48
708,19509255.83
709,16232276.84
711,21432604.88
712,21021059.35
713,13527552.98
714,16035732.37
715,18210277.56
716,14306053.78
723,13867384.34
730,15474809.92
731,15192196.46
733,17553592.57
735,17396258.13
736,15700797.80
737,19209267.88
740,14810770.09
741,25903802.51
743,15530062.51
753,20312065.05
767,15984501.92
770,16153385.54
776,20394491.16
777,18977544.19
778,18268713.89
781,17341184.14
785,17579046.28
791,17319026.29
795,16148139.12
805,22296050.32
807,19330356.34
812,22688508.37
819,15107436.45
820,15753711.74
828,18201517.31
831,26137470.91
834,23482620.85
836,14213318.86
839,26257803.39
842,24490612.86
851,15941148.13
853,15957304.69
855,22087090.94
860,15495618.94
861,19851922.24
862,20683101.23
867,18317604.06
870,24472238.39
871,17616264.62
873,22511154.49
874,23029363.52
876,19684815.26
878,29527428.97
880,17002044.40
882,15074612.68
885,19883100.25
888,16243626.50
890,17676833.48
897,20353300.78
901,18004505.89
903,16957268.44
913,16269375.10
916,15312369.87
917,19060951.53
921,18811557.22
926,14996765.66
929,16114315.25
930,22307823.61
932,17931206.21
934,16130809.76
935,13568078.99
943,18121856.93
944,15962301.30
945,19900145.89
946,16077034.85
947,17205174.21
948,15596193.50
950,14105872.41
953,24833974.68
957,14707549.67
959,15572071.22
960,17154739.97
968,17791599.60
970,20289886.85
975,20443295.12
980,14871440.85
983,14713064.40
987,23260191.95
989,18058629.01
993,17338476.03
994,15474247.99
995,21990958.08
996,22132583.84
1003,17932352.58
1007,17337174.32
1008,21097421.33
1011,12289417.93
1013,22469172.48
1015,20121141.84
1018,14784553.96
1019,18060720.74
1023,16650414.19
1024,22128924.67
1031,16211093.67
1035,26859893.09
1036,15438201.64
1037,14580362.86
1041,16154936.48
1043,21254658.23
1044,17163491.44
1045,16684034.25
1047,16314885.05
1055,17989473.80
1057,18235028.57
1058,28731423.26
1072,25562883.27
1074,20637517.81
1083,14486395.17
1085,16919609.48
1086,13465943.75
1089,23084482.51
1090,16289402.42
1096,26226006.49
1097,19584174.53
1101,16015346.94
1104,15436996.16
1107,16156456.09
1112,21326204.29
1114,32617992.56
1117,19738121.04
1118,16664718.48
1122,15027361.64
1123,17244274.36
1128,15524382.26
1132,17543597.00
1137,16637143.98
1139,28569461.61
1140,18689546.65
1142,16185116.39
1143,18230722.16
1144,15147214.15
1145,15272446.43
1148,16833487.90
1149,17757854.16
1151,18217763.81
1155,18357692.11
1161,24425840.08
1162,15880747.99
1170,15499398.57
1171,17444834.67
1175,41660645.23
1176,13947279.69
1177,23856107.32
1181,28611749.31
1183,22221476.31
1187,22355442.87
1192,15602878.80
1195,21826032.21
1198,21533284.45
1203,16169653.43
1207,14578197.66
1212,19024659.05
1215,19737893.10
1220,16303137.42
1223,16959222.50
1224,23127393.05
1226,16145211.96
1227,14259101.72
1228,17370270.11
1232,19947033.34
1233,14861272.40
1237,21876481.19
1247,14976296.96
1249,18844387.09
1250,15171779.22
1253,16880223.30
1254,16855719.57
1257,15176298.90
1258,19059846.79
1259,13475462.00
1262,15431656.53
1263,19918061.48
1269,15599823.23
1272,24301515.14
1277,19739550.12
1279,17168965.30
1282,20288059.47
1289,16066847.01
1292,42201148.62
1299,21062604.53
1311,17268943.01
1315,15537625.60
1316,17227274.73
1320,28060265.98
1323,15262551.03
1326,25683202.69
1328,15169279.57
1330,15648693.31
1331,15228656.12
1332,17922656.67
1336,20337912.82
1340,26265092.79
1345,16440445.46
1346,17303799.82
1350,18921742.23
1355,16810622.00
1364,14609123.38
1369,16786650.77
1370,16806944.86
1375,19894162.42
1377,21823501.93
1380,16552234.59
1383,17397547.72
1390,20361374.10
1399,22313276.07
1400,14737792.26
1403,20872459.33
1408,22178528.71
1421,19179701.88
1424,20507152.59
1427,16064887.94
1429,16786892.81
1434,17336864.94
1443,19493502.08
1452,15947811.16
1454,16521988.19
1456,18000431.40
1457,18465453.91
1460,19149788.17
1473,23695928.77
1474,17253987.62
1475,20330909.29
1482,18183891.75
1484,14434601.44
1490,17036898.14
1492,15237968.92
1498,17467739.77
1503,17060759.52
1504,17621105.54
1509,16098695.01
1528,16153662.77
1530,17225009.35
1533,18732935.83
1537,15249353.91
1538,24467141.14
1541,16817137.84
1544,15065099.65
1550,19640416.86
1554,15013374.26
1560,18230099.58
1563,18193055.61
1564,16752867.70
1569,19415977.16
1573,20073437.91
1575,16482028.22
1579,27497309.43
1582,37065181.46
1585,15029338.59
1587,21191044.49
1589,19155196.01
1591,16040753.59
1597,19107420.24
1607,18628072.11
1609,17496113.11
1618,13672612.50
1623,15622590.21
1624,15364628.21
1632,22176401.27
1633,19301962.39
1637,18448546.56
1638,17243788.97
1641,27955022.25
1644,20261890.94
1646,14755759.87
1653,17837871.79
1655,20091701.30
1658,26438339.99
1662,15306364.12
1664,16771234.30
1670,20883736.13
1676,14616618.98
1678,16259283.65
1680,12633677.36
1681,24038678.14
1683,18684502.14
1685,18551987.42
1687,16676509.85
1690,16801382.13
1694,16071936.64
1701,14160461.68
1706,19682855.67
1707,22240250.48
1717,15028879.96
1719,24555417.79
1728,17641278.87
1730,18106812.63
1732,15153489.39
1735,19645728.03
1736,22673764.31
1747,17224847.58
1748,19878456.05
1750,14985124.84
1751,15161274.53
1752,23198378.20
1756,18276262.97
1761,16062994.24
1764,15448144.17
1765,24190608.66
1766,19518653.96
1773,19594744.93
1775,17596995.71
1783,15010474.98
1786,16863066.77
1788,22146233.77
1792,18676357.65
1798,17000371.19
1800,18137367.49
1803,20463318.28
1806,16760047.16
1812,20190282.98
1815,16979297.09
1818,25578016.60
1819,19150744.97
1824,15600112.44
1827,19386916.70
1830,16453102.34
1837,15609438.69
1839,15931069.34
1840,23930423.85
1841,15397321.16
1844,15606061.67
1846,18239073.88
1848,25678199.89
1850,15077989.25
1858,15905643.19
1864,17965758.51
1869,14696385.99
1870,15303047.69
1871,18661966.86
1883,26285150.65
1885,17237749.81
1892,17680224.97
1896,22267656.03
1898,15403334.55
1902,16657708.02
1903,16666020.30
1904,23733598.79
1906,15249495.68
1908,23785294.32
1909,20436791.71
1911,16565323.02
1914,17661378.30
1918,13685243.89
1921,19630450.90
1922,20155456.82
1925,15348974.47
1928,18454956.50
1929,13479646.86
1932,22122491.02
1947,16332833.74
1952,20256045.24
1958,18593175.56
1960,20366012.11
1961,17235944.17
1963,21297914.81
1964,26035370.22
1965,21380647.00
1967,14346941.99
1969,24832421.35
1980,17761671.50
1981,21363220.29
1989,16071780.30
1991,20385358.04
1996,18584697.10
2006,15644015.07
2008,21936509.49
2011,15715066.32
2012,16870100.96
2013,17092019.63
2014,22238560.09
2015,15942500.32
2019,15092696.35
2024,25724016.23
2026,19126586.13
2029,16610528.21
2031,16491304.92
2033,14252213.62
2034,15736886.91
2039,15127347.17
2040,20622267.45
2042,17384229.99
2045,19998905.94
2047,14367445.86
2051,16395081.06
2063,17155460.15
2067,18627015.14
2069,21404328.60
2074,13208070.46
2080,15999665.49
2083,16316445.09
2088,13236068.49
2090,21368045.83
2093,22249912.61
2094,20877142.53
2096,18408375.59
2099,22599671.20
2101,15446296.81
2106,15873913.70
2110,17263723.74
2111,16477371.19
2113,19929700.03
2117,17635638.10
2118,17130446.47
2125,21286869.69
2129,17758274.09
2134,20127938.64
2136,17071277.14
2137,23409165.83
2140,15374906.01
2146,13131448.23
2147,23118374.34
2151,15228142.44
2152,18936469.10
2153,14911924.97
2155,16957499.39
2157,16233631.98
2162,16117554.12
2164,14839291.75
2168,13410034.87
2172,23173943.16
2175,19230535.49
2179,13411198.59
2182,19864165.30
2185,17788972.26
2186,20333726.39
2188,30288591.41
2195,13643258.76
2199,15956336.85
2204,20444752.89
2205,19018412.17
2211,16713529.88
2212,20290573.83
2213,16005707.95
2218,22611279.33
2221,14914848.09
2236,20398183.18
2238,17460288.07
2240,16887327.74
2242,19307047.34
2247,20453480.54
2248,16552883.79
2249,18924143.36
2252,19354266.78
2253,15477631.50
2256,15213478.62
2257,14251107.70
2259,21630848.79
2260,39318899.00
2264,15468957.07
2266,21056742.15
2271,17713978.80
2276,17986102.70
2279,15295513.04
2282,15766885.97
2300,15500948.81
2301,19069558.45
2308,34155801.77
2312,16670602.73
2317,17054709.27
2321,16632179.77
2325,20341253.10
2330,15038821.65
2333,17321219.14
2343,18056301.76
2344,19077460.15
2347,32734975.55
2348,26802421.88
2351,20808923.44
2353,18130163.09
2355,17630469.28
2358,41749881.45
2363,20815335.41
2364,16960563.08
2366,16168358.95
2368,19118601.08
2381,18876974.56
2383,15557949.24
2385,15695132.72
2389,15249307.47
2390,21261557.13
2397,19270829.01
2403,20630298.40
2405,18305997.64
2406,18571372.61
2407,13674021.98
2411,18989002.68
2412,26187300.66
2414,23183952.83
2416,21174018.17
2417,25306992.11
2418,14090908.05
2420,41915187.34
2421,25307657.83
2422,17537478.60
2423,17111025.41
2426,15989374.63
2428,84336639.57
2431,17846396.22
2434,13795154.28
2435,18222152.00
2444,16001439.28
2445,23408228.86
2446,15434550.63
2449,18095567.83
2450,14989896.95
2453,23511683.10
2455,14164272.51
2466,17625630.38
2470,15548290.86
2477,15313393.65
2489,15204878.92
2498,16184074.48
2503,17270161.17
2504,18688361.80
2507,18240326.65
2510,21398152.63
2512,20272745.06
2513,22610142.62
2514,25988241.28
2518,20714320.33
2520,18278839.32
2521,17542213.57
2522,19044450.26
2527,23943804.54
2528,13907057.56
2532,16887600.51
2533,26311454.57
2534,23700534.98
2539,17110560.14
2540,19104254.66
2547,17489019.05
2548,16440065.80
2549,16851715.44
2552,16050432.18
2553,42488625.02
2555,18255893.96
2556,15504134.70
2557,16548386.09
2558,12655868.22
2560,14397573.16
2563,20347914.72
2565,23953494.29
2566,14433660.09
2574,22861343.34
2583,16678283.26
2585,15335091.16
2591,29813069.45
2592,14603677.21
2593,17918844.76
2595,21150652.57
2596,15085762.89
2598,19728012.43
2600,18173395.18
2603,25797854.93
2605,20447502.26
2606,24783018.90
2608,17939618.19
2612,17632152.35
2614,18658635.20
2616,16182003.12
2629,15635887.29
2634,20465308.42
2635,15381501.21
2642,24803054.59
2644,15425596.59
2649,20619713.83
2651,32250006.88
2660,19136781.36
2661,17027168.83
2662,18001547.53
2667,20362692.81
2669,14285921.20
2673,13855873.24
2676,16738941.90
2677,19171331.29
2680,14410644.65
2683,22706153.78
2690,15602997.92
2691,23254239.62
2694,19303896.50
2698,18000250.16
2700,27000172.43
2701,18500780.66
2703,18886167.36
2708,17250909.78
2710,23615020.11
2711,19428244.49
2713,23314921.02
2718,16357754.65
2721,16532065.20
2722,16548376.69
2723,24153414.65
2725,17692039.71
2729,17911608.82
2731,16647213.05
2735,16181233.95
2736,15202320.25
2739,23183952.83
2741,16563304.46
2746,24193584.36
2748,18235895.96
2754,14438911.55
2759,18933337.81
2764,16828268.60
2766,21911291.23
2768,21993375.10
2779,23328705.12
2783,136589231.15
2789,19205392.18
2794,14306588.49
2799,18297069.31
2800,17032684.85
2801,14864153.88
2805,17892223.94
2809,15565730.52
2810,22936985.10
2812,19547894.45
2814,14439413.73
2816,15831919.85
2819,14958410.42
2820,25056795.60
2821,23134729.05
2822,19573074.13
2830,13105521.59
2832,18467262.80
2841,18112367.20
2844,16907895.26
2848,16424807.88
2856,19342236.74
2865,16019468.11
2868,15518438.83
2881,35732739.39
2887,13988349.28
2889,16643293.56
2890,12105243.91
2893,17611915.26
2895,18146785.72
2896,16287068.33
2899,17619000.27
2901,18073011.65
2903,15394985.23
2904,20912787.85
2905,20215014.17
2909,12435547.85
2914,17352956.60
2917,18764022.74
2920,14970718.36
2924,16693517.94
2925,14412391.11
2927,15794978.53
2937,21312035.34
2951,20881921.23
2959,19628946.13
2962,20384713.45
2964,22173144.81
2967,16313369.55
2968,16058433.02
2970,19785049.40
2971,19618479.63
2974,15049243.15
2975,17661571.20
2977,15235677.58
2978,16046655.17
2980,16825960.22
2983,17829559.47
2985,20399961.88
2988,14044981.11
2993,15343815.91
2995,22377659.12
2996,13871560.70
2999,15468137.86
3002,23214185.02
3004,16119942.49
3005,17038474.54
3008,22174693.07
3014,17104430.14
3019,20881353.57
3020,18472317.09
3023,16832883.93
3025,15599790.17
3027,19373545.49
3028,18920205.52
3032,18426491.15
3033,15794978.53
3036,17728149.09
3043,20867398.81
3045,17619373.05
3049,16764904.35
3050,17965963.37
3053,19374579.91
3055,19341338.32
3059,23543793.95
3060,18439001.98
3062,16532193.89
3066,20718989.06
3073,17630562.53
3074,19463206.58
3075,16318019.30
3076,18283471.85
3081,23260519.76
3082,15570755.78
3088,15651892.76
3090,13730732.91
3094,15574837.21
3095,26059438.23
3098,18758387.39
3100,23758930.72
3102,17646533.41
3107,16976117.99
3108,15681348.69
3114,17683672.45
3120,25246293.79
3123,17552585.57
3129,18539743.44
3130,16696168.72
3139,19718566.26
3141,36513121.39
3143,19698847.75
3146,20712282.50
3152,12105243.91
3155,20106629.67
3157,24049007.81
3158,15905051.24
3159,19823527.12
3160,14806445.82
3163,14609058.37
3166,15019887.24
3167,18192648.09
3170,22826494.10
3173,27379740.28
3174,14002702.78
3177,19699350.97
3183,15289309.72
3186,22340552.55
3193,18018575.93
3195,15309123.17
3196,14127489.06
3202,18327952.97
3203,17021689.85
3208,18203448.23
3210,21556758.79
3212,21410334.90
3216,16341402.87
3218,20600248.87
3229,18833929.03
3230,18209936.04
3234,15862746.86
3236,29660613.65
3237,19681779.88
3246,18578356.88
3247,31978329.65
3253,16430099.37
3255,12300432.26
3256,15111220.07
3258,17497852.34
3261,14746050.17
3262,23934759.04
3263,18106208.14
3264,26319697.01
3265,16155935.47
3270,26985864.98
3276,17607929.63
3278,21567753.39
3282,16891475.50
3287,16071357.53
3289,20127889.70
3291,22843162.68
3294,20779541.10
3295,14180240.47
3298,23792555.12
3302,14100824.36
3307,15172712.11
3308,21649647.84
3309,21429465.21
3310,17798491.11
3316,20539262.84
3321,16751274.47
3324,19378256.08
3331,26248847.32
3332,20571320.22
3336,18471082.32
3341,17086293.99
3342,17871829.14
3346,22228684.54
3348,21142894.60
3349,22741045.73
3351,16696197.25
3356,13992216.03
3359,17144433.78
3362,23735229.00
3365,19493877.00
3366,13734484.52
3367,16243981.10
3371,24637298.29
3374,23584537.91
3376,20909332.14
3377,16838481.91
3380,20396889.72
3382,32584469.46
3388,17083651.30
3395,23224239.24
3399,18249375.80
3402,19471111.71
3404,18403982.88
3405,41644382.50
3407,19275811.61
3408,18495023.67
3411,19323645.78
3414,26137314.39
3415,24233642.03
3416,21061791.52
3418,20688092.60
3427,17704793.30
3435,15027836.31
3437,18427657.88
3438,18561235.82
3443,21921772.79
3445,23816697.51
3448,15959067.39
3453,21863598.94
3454,17285614.40
3455,14861759.42
3457,21828944.03
3473,15518849.49
3476,16081360.88
3477,17356581.99
3479,26679872.82
3483,23222539.25
3484,18749149.30
3485,18221110.32
3486,18137168.51
3487,18581724.30
3490,21629325.07
3491,21330419.26
3497,17844173.32
3499,22625851.69
3502,20995472.15
3504,18947787.93
3505,22113992.15
3507,22914218.89
3509,19007399.68
3513,16274180.77
3515,15973177.25
3519,16611029.62
3521,23384273.72
3536,20160801.61
3538,25167146.61
3542,19363077.79
3554,19558596.16
3557,36733014.47
3558,15456788.68
3567,13743581.87
3570,21972956.83
3571,18618581.49
3572,25813443.47
3574,20964856.96
3577,20800424.16
3583,15869531.05
3584,22473510.70
3590,22151077.26
3591,27043036.64
3594,21134483.91
3596,18807647.94
3601,18405360.34
3603,19416188.40
3611,21029269.96
3613,17024564.00
3614,12300432.26
3629,21699425.29
3631,26772925.00
3633,17037589.75
3635,14994082.43
3645,24785648.38
3647,18325895.75
3650,25076220.22
3657,17201198.67
3662,16265450.46
3672,18461591.78
3674,16205568.10
3676,16396824.00
3678,24658011.48
3680,18527815.98
3681,18633141.30
3687,21440242.82
3688,15444960.66
3693,15723444.10
3697,17787975.27
3699,20876235.67
3705,17786718.65
3707,19437535.46
3708,17450672.57
3712,19156618.13
3715,26612142.43
3719,20390723.84
3722,16205139.81
3728,21145041.78
3730,18979446.73
3734,20619159.19
3742,24995168.26
3743,35853381.95
3745,22007787.83
3746,18137168.51
3747,12300432.26
3749,17647948.01
3750,15802860.12
3755,19473682.10
3756,22455901.98
3757,18484821.40
3758,28185185.70
3761,18748987.89
3762,24007528.05
3766,23940056.97
3769,21972956.83
3771,19755434.96
3774,23712708.03
3780,22210218.62
3782,17708803.26
3783,16546052.70
3785,17805061.02
3790,16384584.34
3791,23679950.24
3794,15827776.99
3798,15366409.05
3804,16879868.99
3808,20211381.46
3814,23203671.68
3817,16600162.63
3820,16549096.51
3821,21357635.73
3824,16006688.47
3826,19779949.41
3828,19044747.76
3829,19736786.58
3830,22287301.16
3832,18046972.94
3836,15843998.90
3841,16549096.51
3842,24011885.87
3844,24217949.14
3846,23505450.71
3847,17381610.73
3850,15344326.58
3852,22442111.25
3856,18852303.44
3859,25271623.78
3860,20144318.24
3861,16425953.46
3878,17233097.82
3882,20110828.36
3885,19617204.90
3886,27200806.82
3887,13715340.25
3888,18125947.58
3892,19520080.44
3896,23712401.80
3901,27456746.70
3902,26526779.35
3904,15626909.03
3909,23349742.94
3910,18341742.65
3919,16929520.87
3921,17943159.63
3922,21562509.17
3924,19331090.37
3925,20120846.77
3928,24289759.01
3937,18447279.87
3938,12105243.91
3939,12257437.67
3942,15594572.69
3943,16952187.58
3946,25791463.30
3949,16351830.00
3952,16592643.31
3954,13397820.96
3956,18057321.42
3966,25405845.39
3968,25785361.58
3974,21458259.89
3986,18299346.18
3989,23895827.41
3990,22287301.16
3992,23987269.64
3995,25548323.91
4002,18289633.05
4004,19960047.62
4006,19868238.47
4007,21757983.89
4012,24898253.25
4018,19302968.11
4021,20555175.88
4028,16415844.06
4031,21172198.28
4044,24970599.92
4048,17912595.07
4054,20558126.73
4055,17014690.56
4061,26770078.98
4065,18455390.49
4074,22198475.26
4077,20389225.53
4090,22118513.30
4095,15238348.29
4098,16676051.34
4100,32198995.40
4101,22706684.89
4108,22569594.78
4110,23711239.91
4111,25271623.78
4118,17734770.82
4119,19710151.16
4122,23597366.76
4123,21382341.37
4126,19197288.32
4131,16478245.29
4134,23233909.88
4135,25204060.86
4138,17070157.98
4141,17955914.10
4144,21998961.38
4155,23816697.51
4157,24673032.04
4162,18779493.20
4163,21267689.14
4164,17713071.28
4165,19941814.44
4166,18808703.38
4167,15959724.65
4168,17293330.66
4169,18709996.61
4170,21134804.97
4176,20660744.93
4182,19314040.37
4183,19013655.38
4187,22343839.95
4188,25466123.10
4189,26125015.25
4192,32181771.76
4195,22971288.34
4196,21611364.20
4204,18174285.50
4206,18387238.03
4212,17956575.84
4215,22290297.83
4217,23062548.35
4224,22128324.17
4226,27034970.55
4229,25263129.22
4230,19796258.71
4234,21830723.34
4235,26791334.56
4242,19718041.65
4243,17467593.12
4254,16776566.82
4258,16360316.44
4264,24281459.34
4265,23185138.84
4266,20822401.62
4268,28483587.42
4274,19244377.63
4275,14530333.14
4277,18237467.71
4281,17728633.98
4286,22235212.90
4288,18732137.98
4291,19632823.68
4296,12477194.36
4304,25167146.61
4308,26739723.50
4309,22905127.10
4313,21029269.96
4323,15599971.89
4324,27132359.39
4328,14361633.30
4329,18412474.72
4330,14587478.76
4332,23559982.44
4337,20654185.53
4343,15482150.97
4344,18308860.07
4348,22070963.52
4358,35866893.96
4362,22357628.64
4364,15585870.89
4365,25337139.34
4366,21166725.27
4375,16160936.86
4376,22877967.24
4377,22580911.63
4379,16903571.03
4382,14752731.31
4383,17603059.20
4384,17318279.99
4385,23171812.37
4398,18437697.56
4403,17559755.93
4410,25587426.32
4413,21919778.72
4414,22278322.35
4417,15666835.40
4423,25829136.57
4424,23394095.63
4429,19750805.81
4438,18401278.12
4442,22246353.93
4443,17072593.63
4446,22764783.13
4449,18481274.16
4452,20364784.70
4453,25149925.23
4463,21718202.50
4466,16693585.27
4467,22728220.76
4468,22898692.55
4477,19640782.73
4478,23169171.09
4479,18899470.91
4481,21751752.41
4485,22879475.48
4495,22183602.93
4500,15683727.03
4507,19840889.71
4516,16985891.93
4523,25375146.42
4525,16331352.18
4529,18531250.07
4537,18561246.30
4538,19612886.41
4545,20515669.29
4547,21101888.35
4549,20524730.53
4552,24653364.45
4557,23489408.97
4560,23078234.18
4562,26587741.56
4563,23682882.00
4574,18579000.96
4576,15054851.69
4578,12221568.74
4579,18571606.65
4586,18772141.01
4592,19632643.16
4601,22038666.21
4603,16497773.68
4608,22670006.00
4609,17150857.93
4614,17674583.66
4617,25944847.45
4618,19244377.63
4625,25376039.20
4627,18274857.29
4629,21336788.22
4631,16818837.31
4632,19275811.61
4645,16353908.16
4650,22247611.93
4653,20071332.07
4658,23576432.68
4660,26703417.77
4672,12062249.32
4674,17820102.31
4678,18464117.49
4680,16902221.59
4685,21954186.21
4686,15935724.02
4689,21013815.66
4690,16951086.78
4691,22559600.21
4694,19154293.74
4696,17166059.72
4698,17271955.53
4699,22717280.59
4707,25889044.32
4708,17917660.56
4713,25302334.20
4715,24051696.49
4717,19539696.93
4724,22706369.09
4725,17517393.81
4726,39721852.00
4728,20245838.27
4730,25245008.08
4732,17650088.47
4739,18077945.79
4756,20572739.18
4761,22936860.57
4762,23641876.89
4763,18374493.08
4768,20052248.46
4773,17885472.30
4774,18951604.97
4776,16985891.93
4777,20139723.82
4780,18696843.98
4783,19542559.27
4784,19258087.89
4787,18603543.67
4789,20941505.14
4794,15328805.21
4797,22518666.35
4800,16465819.58
4803,28060627.06
4807,21013815.66
4810,22580911.63
4811,25189729.33
4817,15972121.61
4819,23213927.84
4824,16211430.48
4825,19154293.74
4826,24350615.50
4828,20771671.75
4830,19104390.32
4833,16414466.68
4837,24031670.45
4838,24325132.14
4843,17884123.63
4845,18341364.56
4849,19956145.97
4854,19886184.12
4858,17081960.51
4859,24267771.50
4861,20629721.78
4864,19594751.72
4867,25100124.49
4876,26971538.78
4879,17586800.55
4880,20146460.29
4881,23505450.71
4882,26840256.03
4887,19265574.81
4888,16306916.71
4890,22048442.55
4896,18774189.32
4898,16060048.51
4899,21396013.69
4912,24397757.02
4917,19640782.73
4918,14661890.33
4920,16943632.34
4923,13999145.32
4928,16081790.84
4943,23132912.50
4951,21411590.10
4954,24379052.57
4959,23479540.74
4962,17299681.98
4966,14284612.86
4969,28046403.46
4972,17536371.27
4979,18518269.15
4980,25785298.20
4983,16424294.74
4987,24182457.99
4989,21720322.14
4993,18383812.61
4994,23230063.39
4995,18775649.82
4997,18204379.90
4999,19059665.31
5004,22247611.93
5011,19859838.83
5012,19765548.29
5014,14794310.18
5015,23292505.30
5016,17214290.32
5017,16792690.93
5025,16163255.33
5026,24182457.99
5029,21784368.42
5032,17531271.31
5037,14360169.94
5039,21290210.12
5040,13860761.00
5041,26875982.11
5048,21237780.42
5050,23094385.19
5053,21670308.02
5055,21690169.13
5059,19643217.43
5060,22849414.83
5062,17508430.37
5065,19023262.61
5073,19607553.71
5074,21881403.10
5077,16642605.83
5078,15838281.48
5080,25677214.15
5082,17269288.95
5084,24217949.14
5086,23169031.82
5090,19998848.82
5092,26085056.73
5102,26288080.29
5108,16245430.67
5115,21562509.17
5119,17288068.77
5121,16590874.78
5122,17065931.20
5124,18355148.61
5126,24185222.55
5127,24750417.43
5131,16500872.48
5136,23207241.69
5140,16957667.98
5142,23820181.44
5147,17294017.58
5150,16485541.85
5151,16119660.94
5162,14540838.69
5164,18577916.81
5165,22366618.86
5166,23445330.21
5167,19850013.65
5168,20436361.97
5169,25328047.60
5171,16256009.98
5172,12189867.40
5179,19533749.75
5181,20718245.00
5186,22905740.61
5194,21013815.66
5197,15466142.52
5198,24273948.11
5201,21236325.17
5210,19626666.02
5212,17853483.84
5213,23031519.33
5214,24467583.82
5217,16639353.96
5219,17383658.02
5229,20272798.25
5231,18021080.36
5233,23400045.88
5234,18527147.63
5237,20401673.47
5243,21354620.17
5248,14106645.60
5249,25245008.08
5251,24545829.70
5254,19781509.85
5258,22183602.93
5263,24559987.63
5266,17995607.74
5267,14341074.39
5269,25241428.39
5270,24135368.68
5273,22643092.06
5274,22047492.01
5276,20584815.63
5278,17319685.87
5283,23273422.53
5291,18778663.13
5294,24182457.99
5297,17882309.31
5303,20056232.50
5312,21562509.17
5313,16008916.38
5314,18831822.18
5315,12778974.09
5319,23506809.04
5321,22240929.04
5322,20205126.79
5325,22664352.63
5330,21382341.37
5333,17970532.31
