,product_type,sub_area,culture_objects_top_25,thermal_power_plant_raion,incineration_raion,oil_chemistry_raion,radiation_raion,railroad_terminal_raion,big_market_raion,nuclear_reactor_raion,detention_facility_raion,water_1line,big_road1_1line,railroad_1line,ecology
129,1,76,0,0,0,0,1,0,0,1,0,0,0,0,1
130,1,24,0,0,0,0,1,0,0,0,0,0,0,0,3
131,1,7,0,0,0,0,0,0,0,0,0,0,0,0,3
132,1,72,0,0,0,0,1,0,0,0,0,0,0,0,2
133,1,89,0,0,0,0,0,0,0,0,0,0,0,0,1
134,1,12,0,0,0,0,0,0,0,0,0,0,0,0,3
135,1,115,0,0,0,0,0,0,0,0,0,0,0,0,1
136,1,88,0,0,0,0,0,0,1,0,0,0,0,0,4
137,1,98,0,0,0,0,1,0,0,0,1,0,0,0,1
138,1,27,0,0,0,0,0,0,0,0,0,0,0,0,1
139,1,59,0,0,0,0,1,0,0,0,0,0,0,0,2
140,1,57,0,0,0,0,0,0,0,0,0,0,0,0,2
141,1,33,0,0,0,0,1,0,0,0,0,1,0,0,3
142,1,57,0,0,0,0,0,0,0,0,0,0,0,0,2
143,1,27,0,0,0,0,0,0,0,0,0,0,0,0,1
144,1,72,0,0,0,0,1,0,0,0,0,0,0,0,2
145,1,67,0,0,0,0,0,0,0,0,0,0,0,0,3
146,1,70,0,0,0,0,1,0,0,0,0,0,0,0,3
147,1,126,0,0,0,0,0,0,0,0,0,0,0,0,3
148,1,99,0,1,1,0,1,0,0,0,0,0,0,0,2
149,1,43,0,1,0,0,0,0,0,0,0,0,0,0,4
150,1,26,0,0,0,0,1,0,1,0,1,0,0,0,1
151,1,17,1,0,0,0,0,0,0,0,0,0,0,0,4
152,1,51,0,0,0,0,0,0,0,0,0,0,0,0,1
153,1,28,0,0,0,0,1,0,0,0,0,0,0,0,3
154,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1
155,1,61,1,0,0,0,1,0,0,0,0,0,0,0,4
156,1,35,0,1,0,1,1,0,0,0,0,0,0,0,1
157,1,33,0,0,0,0,1,0,0,0,0,0,0,0,3
158,1,90,0,0,0,0,0,0,0,0,1,0,0,0,1
159,1,40,0,0,0,0,0,0,0,0,0,0,0,0,1
160,1,25,0,0,0,0,1,0,0,0,0,0,0,0,1
161,1,87,0,0,0,0,0,0,0,0,0,0,0,0,3
162,1,47,0,0,0,0,1,0,0,0,0,0,0,0,3
163,1,108,0,0,0,0,0,0,0,0,1,0,0,0,3
164,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1
165,1,49,0,0,0,0,0,0,0,0,0,0,0,0,1
166,1,73,0,0,0,0,1,0,0,0,0,0,0,0,2
167,1,85,0,0,0,0,0,0,0,0,0,0,0,0,1
168,1,32,0,1,0,0,0,0,0,0,0,0,0,0,2
169,1,38,0,0,0,0,1,0,0,0,0,0,0,0,1
170,1,42,0,0,0,0,0,0,0,0,0,0,0,0,1
171,1,24,0,0,0,0,1,0,0,0,0,0,0,0,3
172,1,129,0,0,0,1,0,0,1,0,0,0,0,0,4
173,1,106,0,0,0,0,1,0,0,0,0,0,0,0,1
174,1,38,0,0,0,0,1,0,0,0,0,0,1,0,1
175,1,95,0,0,0,0,0,0,0,0,0,0,0,0,1
176,1,45,0,0,0,0,1,0,0,0,0,0,0,0,1
177,1,126,0,0,0,0,0,0,0,0,0,0,0,0,3
178,1,49,0,0,0,0,0,0,0,0,0,0,0,0,1
179,1,63,0,0,0,0,0,0,0,0,0,1,0,0,3
180,1,131,0,0,0,0,0,1,0,0,0,0,0,0,4
181,1,34,0,0,1,0,1,0,0,0,0,0,0,0,3
182,1,9,0,0,0,0,0,0,0,0,1,0,0,0,4
183,1,48,0,0,0,0,0,0,1,0,0,0,0,0,1
184,1,68,0,0,0,0,0,0,0,0,0,0,0,0,1
185,1,41,0,0,0,0,1,0,0,0,0,0,0,0,2
186,1,126,0,0,0,0,0,0,0,0,0,0,0,0,3
187,1,63,0,0,0,0,0,0,0,0,0,0,0,0,3
188,1,47,0,0,0,0,1,0,0,0,0,0,0,0,3
189,1,52,0,0,0,0,1,0,0,0,1,0,0,0,4
190,1,52,0,0,0,0,1,0,0,0,1,0,0,0,4
191,1,43,0,1,0,0,0,0,0,0,0,0,0,0,4
192,1,26,0,0,0,0,1,0,1,0,1,0,0,0,1
193,1,89,0,0,0,0,0,0,0,0,0,0,0,0,1
194,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1
195,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1
196,1,29,0,1,0,0,1,0,0,0,1,0,0,0,2
197,1,9,0,0,0,0,0,0,0,0,1,0,0,0,4
198,1,34,0,0,1,0,1,0,0,0,0,0,0,0,3
199,1,46,0,0,0,0,1,0,0,0,0,0,0,0,1
200,1,95,0,0,0,0,0,0,0,0,0,0,0,0,1
201,1,38,0,0,0,0,1,0,0,0,0,0,0,0,1
202,1,38,0,0,0,0,1,0,0,0,0,0,0,0,1
203,1,75,0,0,0,0,0,0,0,0,0,0,0,0,1
204,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1
205,1,119,1,0,0,0,0,0,0,0,0,0,0,0,1
206,1,55,0,0,0,0,1,0,0,0,0,0,0,0,2
207,1,43,0,1,0,0,0,0,0,0,0,0,0,0,4
208,1,6,1,0,0,0,1,1,0,0,1,0,0,0,4
209,1,67,0,0,0,0,0,0,0,0,0,0,0,0,3
210,1,49,0,0,0,0,0,0,0,0,0,0,0,0,1
211,1,32,0,1,0,0,0,0,0,0,0,0,0,0,2
212,1,89,0,0,0,0,0,0,0,0,0,0,0,0,1
213,1,94,0,0,0,0,0,0,0,0,1,0,0,0,3
214,1,67,0,0,0,0,0,0,0,0,0,0,0,0,3
215,1,44,0,0,0,0,0,0,0,0,0,0,0,0,1
216,1,33,0,0,0,0,1,0,0,0,0,1,0,0,3
217,1,16,0,0,1,0,1,0,0,0,0,0,0,0,3
218,1,6,1,0,0,0,1,1,0,0,1,0,0,0,1
219,1,32,0,1,0,0,0,0,0,0,0,0,0,0,2
220,1,75,0,0,0,0,0,0,0,0,0,0,0,0,1
221,1,87,0,0,0,0,0,0,0,0,0,0,0,0,3
222,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0
223,1,102,0,0,0,0,0,1,0,0,0,0,0,0,1
224,1,35,0,1,0,1,1,0,0,0,0,1,0,0,1
225,1,49,0,0,0,0,0,0,0,0,0,0,0,0,1
226,1,62,0,0,0,0,1,0,0,0,0,0,0,0,3
227,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0
228,1,87,0,0,0,0,0,0,0,0,0,0,0,0,3
229,1,9,0,0,0,0,0,0,0,0,1,0,0,0,4
230,1,101,0,0,0,0,1,0,0,0,0,0,0,0,1
231,1,7,0,0,0,0,0,0,0,0,0,0,0,0,3
232,1,120,0,0,0,0,0,0,0,0,0,0,0,0,1
233,1,41,0,0,0,0,1,0,0,0,0,0,0,0,2
234,1,94,0,0,0,0,0,0,0,0,1,0,0,0,3
235,1,72,0,0,0,0,1,0,0,0,0,0,0,0,2
236,1,43,0,1,0,0,0,0,0,0,0,0,0,0,4
237,1,63,0,0,0,0,0,0,0,0,0,0,0,0,3
238,1,24,0,0,0,0,1,0,0,0,0,0,0,0,3
239,1,35,0,1,0,1,1,0,0,0,0,0,0,0,1
240,1,129,0,0,0,1,0,0,1,0,0,0,0,0,4
241,1,29,0,1,0,0,1,0,0,0,1,0,0,0,3
242,1,42,0,0,0,0,0,0,0,0,0,0,0,0,1
243,1,36,0,0,0,0,0,0,0,0,0,0,0,0,3
244,1,108,0,0,0,0,0,0,0,0,1,0,0,0,3
245,1,67,0,0,0,0,0,0,0,0,0,0,0,0,3
246,1,12,0,0,0,0,0,0,0,0,0,0,0,0,3
247,1,54,0,0,0,0,1,0,0,0,0,0,0,0,1
248,1,47,0,0,0,0,1,0,0,0,0,0,0,0,3
249,1,69,0,0,0,0,1,0,0,0,0,0,0,0,2
250,1,26,0,0,0,0,1,0,1,0,1,0,0,0,4
251,1,9,0,0,0,0,0,0,0,0,1,0,0,0,4
252,1,35,0,1,0,1,1,0,0,0,0,0,0,0,1
253,1,101,0,0,0,0,1,0,0,0,0,0,0,0,1
254,1,22,0,0,0,0,1,0,0,0,0,0,0,0,3
255,1,63,0,0,0,0,0,0,0,0,0,0,0,0,2
256,1,20,0,0,0,0,1,0,0,0,0,0,0,0,4
257,1,65,0,0,0,0,0,0,0,0,0,0,0,0,1
258,1,23,0,0,0,0,0,0,0,0,1,0,1,0,3
259,1,55,0,0,0,0,1,0,0,0,0,0,0,0,3
260,1,9,0,0,0,0,0,0,0,0,1,0,0,0,4
261,1,70,0,0,0,0,1,0,0,0,0,0,0,0,3
262,1,106,0,0,0,0,1,0,0,0,0,0,0,0,1
263,1,79,0,0,0,0,0,0,0,0,1,0,0,0,3
264,1,79,0,0,0,0,0,0,0,0,1,0,0,0,3
265,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
266,1,40,0,0,0,0,0,0,0,0,0,0,0,0,3
267,1,40,0,0,0,0,0,0,0,0,0,0,0,0,3
268,1,47,0,0,0,0,1,0,0,0,0,0,0,0,3
269,1,21,0,0,0,0,1,0,0,0,0,0,0,0,1
270,1,48,0,0,0,0,0,0,1,0,0,0,0,0,1
271,1,34,0,0,1,0,1,0,0,0,0,0,0,0,3
272,1,34,0,0,1,0,1,0,0,0,0,0,0,0,3
273,1,94,0,0,0,0,0,0,0,0,1,0,0,0,3
274,1,62,0,0,0,0,1,0,0,0,0,0,0,0,3
275,1,20,0,0,0,0,1,0,0,0,0,0,0,0,1
276,1,35,0,1,0,1,1,0,0,0,0,0,0,0,4
277,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0
278,1,110,0,0,0,0,1,0,0,1,0,0,0,0,4
279,1,31,0,0,0,0,1,0,0,0,0,0,0,0,1
280,1,131,0,0,0,0,0,1,0,0,0,0,0,0,4
281,1,48,0,0,0,0,0,0,1,0,0,0,0,0,1
282,1,97,0,0,0,0,0,0,0,0,0,0,0,0,3
283,1,64,0,0,0,0,0,0,0,0,0,0,0,0,1
284,1,27,0,0,0,0,0,0,0,0,0,0,0,0,2
285,1,29,0,1,0,0,1,0,0,0,1,0,0,0,2
286,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0
287,1,22,0,0,0,0,1,0,0,0,0,0,0,0,3
288,1,47,0,0,0,0,1,0,0,0,0,1,0,0,3
289,1,101,0,0,0,0,1,0,0,0,0,0,0,0,1
290,1,20,0,0,0,0,1,0,0,0,0,0,0,0,1
291,1,87,0,0,0,0,0,0,0,0,0,0,0,0,3
292,1,22,0,0,0,0,1,0,0,0,0,0,0,0,3
293,1,16,0,0,1,0,1,0,0,0,0,0,0,0,3
294,1,41,0,0,0,0,1,0,0,0,0,0,0,0,2
295,1,45,0,0,0,0,1,0,0,0,0,0,0,0,1
296,1,84,0,0,0,0,0,0,0,0,0,0,0,0,2
297,1,79,0,0,0,0,0,0,0,0,1,0,0,0,3
298,1,70,0,0,0,0,1,0,0,0,0,0,0,0,3
299,1,66,0,0,0,0,1,0,1,0,0,0,0,0,2
300,1,91,1,0,0,0,1,0,0,0,0,0,0,1,4
301,1,78,0,0,0,0,1,0,0,0,0,0,0,0,4
302,1,26,0,0,0,0,1,0,1,0,1,0,0,0,4
303,1,35,0,1,0,1,1,0,0,0,0,0,0,0,1
304,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1
305,1,91,1,0,0,0,1,0,0,0,0,0,0,0,4
306,1,24,0,0,0,0,1,0,0,0,0,0,0,0,3
307,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1
308,1,65,0,0,0,0,0,0,0,0,0,0,0,0,2
309,1,69,0,0,0,0,1,0,0,0,0,0,0,0,1
310,1,93,0,0,0,0,1,0,0,0,0,0,0,0,3
311,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1,25,0,0,0,0,1,0,0,0,0,0,0,0,2
313,1,33,0,0,0,0,1,0,0,0,0,0,0,0,3
314,1,125,0,1,0,0,0,0,0,0,0,0,0,0,3
315,1,60,0,1,0,0,0,0,0,1,0,1,0,0,1
316,1,68,0,0,0,0,0,0,0,0,0,0,0,0,1
317,1,80,0,0,0,0,0,0,0,0,0,0,0,0,3
318,1,21,0,0,0,0,1,0,0,0,0,0,0,0,1
319,1,127,0,1,0,0,1,1,0,0,0,0,0,0,1
320,1,29,0,1,0,0,1,0,0,0,1,0,1,0,3
321,1,49,0,0,0,0,0,0,0,0,0,0,0,0,1
322,1,64,0,0,0,0,0,0,0,0,0,0,0,0,1
323,1,97,0,0,0,0,0,0,0,0,0,0,0,0,3
324,1,47,0,0,0,0,1,0,0,0,0,0,0,0,1
325,1,75,0,0,0,0,0,0,0,0,0,0,0,0,1
326,1,78,0,0,0,0,1,0,0,0,0,0,0,0,4
327,1,78,0,0,0,0,1,0,0,0,0,1,0,0,4
328,1,20,0,0,0,0,1,0,0,0,0,0,0,0,1
329,1,97,0,0,0,0,0,0,0,0,0,0,0,0,3
330,1,81,0,0,0,0,1,0,0,0,0,0,0,0,3
331,1,86,0,0,0,0,1,0,0,0,0,0,0,0,2
332,1,79,0,0,0,0,0,0,0,0,1,0,0,0,3
333,1,42,0,0,0,0,0,0,0,0,0,0,0,0,1
334,1,13,0,0,0,0,0,0,0,0,0,0,0,0,3
335,1,31,0,0,0,0,1,0,0,0,0,0,0,0,1
336,1,99,0,1,1,0,1,0,0,0,0,0,0,0,2
337,1,39,0,1,0,0,1,0,0,1,0,0,0,0,1
338,1,64,0,0,0,0,0,0,0,0,0,0,0,0,1
339,1,86,0,0,0,0,1,0,0,0,0,0,1,0,2
340,1,61,1,0,0,0,1,0,0,0,0,0,0,0,4
341,1,115,0,0,0,0,0,0,0,0,0,0,0,0,1
342,1,97,0,0,0,0,0,0,0,0,0,0,0,0,3
343,1,44,0,0,0,0,0,0,0,0,0,0,0,0,1
344,1,113,1,0,0,0,1,0,0,0,0,1,0,0,1
345,1,9,0,0,0,0,0,0,0,0,1,0,0,0,4
346,1,105,0,0,0,0,0,0,0,0,0,0,0,0,0
347,1,63,0,0,0,0,0,0,0,0,0,0,0,0,3
348,1,76,0,0,0,0,1,0,0,1,0,0,0,0,2
349,1,79,0,0,0,0,0,0,0,0,1,0,0,0,3
350,1,56,0,0,0,0,1,0,1,0,0,1,0,0,4
351,1,111,0,1,0,0,1,0,0,0,0,0,0,0,1
352,1,83,0,0,0,0,1,0,0,0,0,0,0,0,2
353,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1
354,1,73,0,0,0,0,1,0,0,0,0,0,0,0,2
355,1,28,0,0,0,0,1,0,0,0,0,0,0,0,3
356,1,17,1,0,0,0,0,0,0,0,0,0,0,0,4
357,1,19,0,0,0,0,0,0,0,0,0,0,0,0,2
358,1,52,0,0,0,0,1,0,0,0,1,0,0,0,4
359,1,72,0,0,0,0,1,0,0,0,0,0,0,0,2
360,1,85,0,0,0,0,0,0,0,0,0,0,0,0,1
361,1,85,0,0,0,0,0,0,0,0,0,0,0,0,3
362,1,131,0,0,0,0,0,1,0,0,0,0,0,0,4
363,1,100,0,0,0,0,0,1,0,0,0,0,0,0,1
364,1,22,0,0,0,0,1,0,0,0,0,0,0,0,3
365,1,70,0,0,0,0,1,0,0,0,0,0,0,0,3
366,1,39,0,1,0,0,1,0,0,1,0,0,0,0,1
367,1,54,0,0,0,0,1,0,0,0,0,0,0,0,1
368,1,27,0,0,0,0,0,0,0,0,0,0,0,0,1
369,1,95,0,0,0,0,0,0,0,0,0,0,0,0,1
370,1,58,1,0,0,0,1,0,0,0,0,0,0,0,1
371,1,70,0,0,0,0,1,0,0,0,0,0,0,0,3
372,1,40,0,0,0,0,0,0,0,0,0,0,0,0,1
373,1,129,0,0,0,1,0,0,1,0,0,0,0,0,4
374,1,57,0,0,0,0,0,0,0,0,0,1,0,0,3
375,1,9,0,0,0,0,0,0,0,0,1,0,0,0,4
376,1,14,0,0,0,0,1,0,0,0,0,0,0,0,2
377,1,112,0,0,0,0,0,0,0,0,0,0,0,0,4
378,1,103,0,0,0,0,0,0,0,0,0,0,0,0,0
379,1,96,0,0,0,0,0,0,0,0,0,0,0,0,1
380,1,24,0,0,0,0,1,0,0,0,0,0,0,0,3
381,0,20,0,0,0,0,1,0,0,0,0,0,0,0,1
382,0,20,0,0,0,0,1,0,0,0,0,0,0,0,1
383,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1
384,1,56,0,0,0,0,1,0,1,0,0,0,0,0,4
385,1,32,0,1,0,0,0,0,0,0,0,0,0,0,2
386,1,35,0,1,0,1,1,0,0,0,0,0,0,1,1
387,1,46,0,0,0,0,1,0,0,0,0,0,0,0,1
388,1,34,0,0,1,0,1,0,0,0,0,0,0,0,3
389,1,38,0,0,0,0,1,0,0,0,0,0,0,0,1
390,1,74,0,0,0,0,1,0,0,0,0,0,0,0,1
391,1,67,0,0,0,0,0,0,0,0,0,0,0,0,3
392,1,20,0,0,0,0,1,0,0,0,0,0,0,0,1
393,1,54,0,0,0,0,1,0,0,0,0,0,0,0,1
394,1,60,0,1,0,0,0,0,0,1,0,0,0,0,1
395,1,51,0,0,0,0,0,0,0,0,0,0,0,0,1
396,1,16,0,0,1,0,1,0,0,0,0,0,0,0,1
397,1,20,0,0,0,0,1,0,0,0,0,0,0,0,4
398,1,86,0,0,0,0,1,0,0,0,0,0,0,0,2
399,1,52,0,0,0,0,1,0,0,0,1,0,0,0,4
400,1,67,0,0,0,0,0,0,0,0,0,0,0,0,3
401,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
402,1,44,0,0,0,0,0,0,0,0,0,0,0,0,1
403,1,102,0,0,0,0,0,1,0,0,0,0,0,0,1
404,1,2,0,0,1,0,0,0,0,0,0,0,0,0,3
405,1,27,0,0,0,0,0,0,0,0,0,0,0,0,2
406,1,99,0,1,1,0,1,0,0,0,0,0,0,0,2
407,1,49,0,0,0,0,0,0,0,0,0,0,0,0,1
408,1,66,0,0,0,0,1,0,1,0,0,0,0,0,3
409,1,120,0,0,0,0,0,0,0,0,0,0,0,0,1
410,1,95,0,0,0,0,0,0,0,0,0,0,0,0,1
411,1,20,0,0,0,0,1,0,0,0,0,0,0,0,1
412,1,12,0,0,0,0,0,0,0,0,0,0,0,1,3
413,1,2,0,0,1,0,0,0,0,0,0,0,0,0,3
414,1,52,0,0,0,0,1,0,0,0,1,0,0,0,4
415,1,86,0,0,0,0,1,0,0,0,0,0,0,0,2
416,1,9,0,0,0,0,0,0,0,0,1,0,0,0,4
417,1,58,1,0,0,0,1,0,0,0,0,0,0,0,1
418,1,36,0,0,0,0,0,0,0,0,0,0,0,0,3
419,1,83,0,0,0,0,1,0,0,0,0,0,0,0,2
420,1,65,0,0,0,0,0,0,0,0,0,0,0,0,1
421,1,103,0,0,0,0,0,0,0,0,0,0,0,0,0
422,1,127,0,1,0,0,1,1,0,0,0,0,0,1,1
423,1,127,0,1,0,0,1,1,0,0,0,0,0,0,1
424,1,46,0,0,0,0,1,0,0,0,0,0,0,0,1
425,1,12,0,0,0,0,0,0,0,0,0,0,0,0,3
426,1,55,0,0,0,0,1,0,0,0,0,0,0,0,3
427,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0
428,1,34,0,0,1,0,1,0,0,0,0,0,0,0,3
429,1,34,0,0,1,0,1,0,0,0,0,0,0,0,3
