height,hull_area,object_area,rectangle_area,width
451.0,150286.0,130401.5,205205.0,455.0
901.0,135748.5,130504.5,189210.0,210.0
901.0,135748.5,130504.5,189210.0,210.0
769.0,78927.5,75222.0,117657.0,153.0
316.0,32155.5,29772.0,45504.0,144.0
959.0,541194.0,349159.0,704865.0,735.0
662.0,197394.0,159480.5,307168.0,464.0
387.0,134252.0,65448.5,173376.0,448.0
982.0,241882.5,236623.5,354502.0,361.0
702.0,133872.0,130414.5,186030.0,265.0
702.0,133872.0,130414.5,186030.0,265.0
972.0,355410.5,341602.0,552096.0,568.0
890.0,429696.5,198428.5,800110.0,899.0
425.0,36975.0,36291.5,56100.0,132.0
918.0,514991.5,332026.5,697680.0,760.0
708.0,145290.5,132800.0,195408.0,276.0
977.0,328849.0,208084.0,513902.0,526.0
440.0,102902.0,94839.5,151360.0,344.0
625.0,163577.0,158695.5,246875.0,395.0
772.0,168990.0,155578.5,267884.0,347.0
340.0,37226.0,34741.5,53720.0,158.0
815.0,194099.5,188550.0,303180.0,372.0
284.0,35833.0,30265.5,55664.0,196.0
454.0,127651.0,122393.5,167980.0,370.0
918.0,272223.5,255222.0,418608.0,456.0
407.0,30973.5,30186.5,44770.0,110.0
467.0,39067.5,37945.0,59776.0,128.0
859.0,465512.5,236745.5,764510.0,890.0
540.0,75742.0,67965.5,113940.0,211.0
492.0,114650.0,107841.0,163836.0,333.0
671.0,106323.5,90532.0,150304.0,224.0
1001.0,267158.5,262540.5,375375.0,375.0
781.0,148846.5,130376.0,231176.0,296.0
497.0,69814.5,61587.0,93933.0,189.0
602.0,134378.5,130488.5,188426.0,313.0
671.0,140954.5,130473.0,201971.0,301.0
479.0,136581.0,130584.0,188726.0,394.0
866.0,478610.0,193561.0,836556.0,966.0
707.0,375814.0,202324.0,597415.0,845.0
1044.0,584544.0,371689.5,890532.0,853.0
373.0,79692.0,75564.0,115257.0,309.0
914.0,499899.0,254965.0,649854.0,711.0
971.0,333875.0,310837.5,469964.0,484.0
559.0,138530.5,130517.0,204594.0,366.0
751.0,195696.0,188193.5,263601.0,351.0
751.0,195696.0,188193.5,263601.0,351.0
774.0,216493.5,210013.0,333594.0,431.0
613.0,218576.5,181224.0,330407.0,539.0
528.0,193782.5,95565.5,290928.0,551.0
497.0,156088.0,130096.0,241045.0,485.0
497.0,156088.0,130096.0,241045.0,485.0
420.0,32160.5,31241.5,51660.0,123.0
628.0,137616.5,130702.5,203472.0,324.0
442.0,69874.5,67535.5,95472.0,216.0
921.0,253426.0,229906.5,405240.0,440.0
967.0,279836.0,250245.0,424513.0,439.0
602.0,142686.5,130286.0,205884.0,342.0
384.0,88241.5,83129.0,121344.0,316.0
888.0,193858.5,188093.0,258408.0,291.0
902.0,233219.5,212739.5,371624.0,412.0
827.0,387240.5,192704.5,602056.0,728.0
573.0,248594.5,129766.0,369585.0,645.0
839.0,142499.0,130327.5,233242.0,278.0
879.0,137423.0,130361.0,228540.0,260.0
771.0,508168.0,251321.0,707778.0,918.0
771.0,508168.0,251321.0,707778.0,918.0
933.0,421992.0,244382.5,597120.0,640.0
542.0,79513.5,71913.5,112736.0,208.0
577.0,276256.0,197783.0,373319.0,647.0
656.0,287204.0,260436.0,411312.0,627.0
549.0,129665.0,121533.5,188307.0,343.0
513.0,144123.5,130437.5,216999.0,423.0
1322.0,861887.5,509098.5,1255900.0,950.0
474.0,181144.0,165343.0,264018.0,557.0
565.0,180074.5,130001.5,284195.0,503.0
582.0,157724.0,149297.5,210102.0,361.0
603.0,104641.0,100251.5,159192.0,264.0
468.0,115377.5,108118.5,162864.0,348.0
718.0,135633.5,130385.0,207502.0,289.0
736.0,439510.5,249304.0,631488.0,858.0
547.0,155773.0,139002.5,234663.0,429.0
387.0,134026.0,130513.0,168345.0,435.0
669.0,167199.0,162938.5,250875.0,375.0
440.0,74548.5,58908.0,107360.0,244.0
631.0,143730.0,130288.5,212647.0,337.0
631.0,143730.0,130288.5,212647.0,337.0
562.0,169864.0,150944.0,259082.0,461.0
744.0,318538.0,268004.0,500712.0,673.0
482.0,136146.0,130537.0,172074.0,357.0
1053.0,305287.0,285929.5,488592.0,464.0
1053.0,305287.0,285929.5,488592.0,464.0
710.0,278272.0,192105.5,385530.0,543.0
710.0,314631.0,296309.5,470730.0,663.0
755.0,136176.5,130349.5,213665.0,283.0
814.0,187787.5,181410.0,299552.0,368.0
1323.0,135923.5,130033.0,203742.0,154.0
585.0,166013.5,130598.0,246285.0,421.0
585.0,166013.5,130598.0,246285.0,421.0
294.0,39177.5,33821.0,62034.0,211.0
634.0,217191.0,201601.0,313196.0,494.0
778.0,373423.0,173538.0,648852.0,834.0
779.0,371749.0,341672.5,547637.0,703.0
517.0,84238.0,81335.0,125114.0,242.0
828.0,306138.0,166924.0,474444.0,573.0
732.0,140116.0,130530.0,196176.0,268.0
640.0,144223.5,130700.5,216960.0,339.0
1173.0,133422.0,130085.5,201756.0,172.0
624.0,132486.5,130540.5,182208.0,292.0
1178.0,357852.5,315967.0,523032.0,444.0
557.0,134457.5,130725.5,178797.0,321.0
408.0,133506.0,130694.0,170952.0,419.0
720.0,137889.0,130748.5,212400.0,295.0
499.0,105673.5,86038.5,157684.0,316.0
902.0,646182.0,541046.5,889372.0,986.0
698.0,95446.5,92331.0,122848.0,176.0
399.0,134432.5,130719.5,169974.0,426.0
610.0,142158.0,130540.0,212890.0,349.0
776.0,132374.0,130459.5,183136.0,236.0
897.0,185950.0,181166.5,264615.0,295.0
892.0,275057.5,253964.0,412996.0,463.0
675.0,187065.5,178985.0,297000.0,440.0
998.0,422874.0,237092.0,665666.0,667.0
394.0,134560.5,130654.5,170208.0,432.0
520.0,146199.0,130348.5,234520.0,451.0
572.0,140944.5,130109.0,203060.0,355.0
595.0,196256.0,190302.0,259420.0,436.0
912.0,292291.5,273526.5,444144.0,487.0
912.0,292291.5,273526.5,444144.0,487.0
852.0,663506.5,360937.5,793212.0,931.0
975.0,712872.5,368580.0,1116375.0,1145.0
267.0,25998.5,23823.0,37113.0,139.0
479.0,141494.5,130532.5,187289.0,391.0
424.0,33468.5,32476.5,55120.0,130.0
643.0,117818.0,109799.5,182612.0,284.0
660.0,136630.0,130459.5,207240.0,314.0
723.0,163094.5,143021.5,251604.0,348.0
456.0,64688.5,63441.5,91656.0,201.0
1358.0,137562.5,129847.5,198268.0,146.0
602.0,142608.0,130635.5,233576.0,388.0
963.0,210690.0,194694.5,319716.0,332.0
1068.0,304535.5,288744.0,479532.0,449.0
705.0,135243.5,130489.5,186825.0,265.0
398.0,140419.5,130477.5,183080.0,460.0
936.0,322911.5,236521.5,511992.0,547.0
287.0,39029.0,32649.0,60557.0,211.0
593.0,156015.5,130481.5,221782.0,374.0
555.0,99353.5,96091.5,155400.0,280.0
1250.0,134760.5,130166.5,197500.0,158.0
1297.0,135016.5,129914.5,208817.0,161.0
665.0,371723.5,349726.0,527345.0,793.0
670.0,135644.5,130415.0,207700.0,310.0
823.0,340862.5,198464.0,512729.0,623.0
582.0,243870.5,129925.5,363168.0,624.0
489.0,108271.5,95687.5,165282.0,338.0
539.0,146777.5,130403.0,231770.0,430.0
1093.0,141975.5,129957.0,225158.0,206.0
803.0,167125.0,151447.5,230461.0,287.0
616.0,136485.0,133401.5,206360.0,335.0
612.0,172888.0,163763.5,249696.0,408.0
706.0,289158.0,130028.0,414422.0,587.0
544.0,134853.0,130656.0,193664.0,356.0
622.0,169476.0,157001.0,215212.0,346.0
477.0,138251.5,130464.5,187461.0,393.0
817.0,212350.0,207436.5,322715.0,395.0
1229.0,278082.5,271225.0,408028.0,332.0
443.0,140261.0,130518.5,175428.0,396.0
477.0,58075.0,56531.5,82521.0,173.0
1064.0,139030.0,129990.5,257488.0,242.0
1398.0,349838.5,239212.5,647274.0,463.0
917.0,133683.5,130247.5,189819.0,207.0
917.0,133683.5,130247.5,189819.0,207.0
934.0,287568.5,272516.5,440848.0,472.0
447.0,87724.5,69775.5,147957.0,331.0
917.0,414547.0,211321.0,649236.0,708.0
619.0,139534.5,130259.5,198699.0,321.0
911.0,231029.0,212516.5,336159.0,369.0
728.0,246546.0,234837.5,363272.0,499.0
800.0,188774.5,172223.0,288800.0,361.0
869.0,571685.5,476707.5,816860.0,940.0
474.0,187018.5,133109.5,238896.0,504.0
894.0,203841.5,198338.5,307536.0,344.0
581.0,142224.0,130301.0,226009.0,389.0
428.0,91502.5,66745.5,152368.0,356.0
428.0,91502.5,66745.5,152368.0,356.0
901.0,586983.5,508124.5,805494.0,894.0
506.0,45060.5,43536.5,77924.0,154.0
292.0,27276.0,26050.0,42048.0,144.0
888.0,233762.5,209539.0,364968.0,411.0
656.0,230302.5,223717.5,318816.0,486.0
521.0,193199.0,108214.5,267794.0,514.0
794.0,138053.5,130268.0,211204.0,266.0
521.0,135237.5,130497.5,181308.0,348.0
502.0,134245.5,130573.5,192266.0,383.0
555.0,248818.5,129833.5,360750.0,650.0
954.0,491772.5,332589.5,635364.0,666.0
757.0,133573.0,130341.5,188493.0,249.0
867.0,229499.0,218305.0,353736.0,408.0
604.0,86605.0,76828.5,134692.0,223.0
574.0,124892.5,119665.0,171052.0,298.0
615.0,168431.0,162301.5,248460.0,404.0
552.0,152831.5,142848.0,214728.0,389.0
1074.0,532718.0,278164.5,876384.0,816.0
874.0,219500.5,214638.5,322506.0,369.0
737.0,180494.5,173907.0,280797.0,381.0
514.0,105948.5,82645.5,147518.0,287.0
529.0,74820.0,72270.5,94691.0,179.0
619.0,121158.0,116697.0,188176.0,304.0
773.0,170910.0,148601.5,240403.0,311.0
802.0,367715.5,243925.0,443506.0,553.0
965.0,492658.0,295084.5,724715.0,751.0
498.0,143105.5,130381.0,216132.0,434.0
542.0,94556.0,92328.0,138752.0,256.0
749.0,112618.5,75173.0,157290.0,210.0
497.0,144674.0,130287.0,223650.0,450.0
545.0,170772.0,98489.0,259420.0,476.0
583.0,161975.5,130581.5,246026.0,422.0
1144.0,626984.5,318734.0,976976.0,854.0
575.0,80174.5,76571.0,110975.0,193.0
627.0,106625.5,98981.5,165528.0,264.0
649.0,148607.0,130291.5,258302.0,398.0
1002.0,144255.0,130374.5,223446.0,223.0
908.0,578878.5,522523.5,753640.0,830.0
415.0,46713.5,45143.0,68060.0,164.0
723.0,318538.0,293544.0,470673.0,651.0
785.0,177999.5,158426.0,281030.0,358.0
646.0,111839.0,102708.5,178296.0,276.0
494.0,67482.5,65585.0,94848.0,192.0
483.0,105041.5,80097.5,173880.0,360.0
474.0,61636.5,59873.0,90060.0,190.0
553.0,238831.0,129780.0,358344.0,648.0
465.0,138416.5,130452.0,178560.0,384.0
873.0,174698.0,130012.0,275868.0,316.0
583.0,141776.0,130395.5,225621.0,387.0
918.0,427394.0,402778.5,629748.0,686.0
376.0,135492.5,130485.0,162808.0,433.0
522.0,135118.5,130464.0,196272.0,376.0
521.0,78156.0,75862.5,110973.0,213.0
691.0,160510.5,154840.0,228721.0,331.0
1143.0,339389.0,317042.0,524637.0,459.0
593.0,132748.0,130547.0,188574.0,318.0
547.0,158762.0,130405.0,209501.0,383.0
722.0,137080.5,130455.5,212268.0,294.0
589.0,142068.0,130521.0,228532.0,388.0
770.0,134138.0,130658.5,187110.0,243.0
512.0,146899.5,130281.5,231424.0,452.0
761.0,181055.5,175570.5,276243.0,363.0
789.0,435222.5,221024.5,711678.0,902.0
873.0,555390.0,262692.0,833715.0,955.0
937.0,375792.0,217754.5,588436.0,628.0
596.0,140834.0,130553.0,205620.0,345.0
521.0,136357.0,130574.0,187560.0,360.0
1183.0,760122.0,364479.0,1097824.0,928.0
600.0,140858.0,130485.5,219000.0,365.0
745.0,373341.0,317219.5,563220.0,756.0
399.0,49349.0,47925.0,70623.0,177.0
554.0,135972.0,130275.0,193346.0,349.0
1029.0,882573.0,444026.0,1236858.0,1202.0
887.0,191573.0,169838.5,294484.0,332.0
553.0,139529.0,130606.0,222859.0,403.0
553.0,233250.0,130067.0,356685.0,645.0
726.0,134228.0,130542.5,200376.0,276.0
726.0,134228.0,130542.5,200376.0,276.0
617.0,139116.0,130590.5,201142.0,326.0
640.0,84347.5,81145.5,117120.0,183.0
428.0,37537.0,36850.5,53072.0,124.0
374.0,134902.0,130512.5,166430.0,445.0
259.0,29946.0,28147.0,39886.0,154.0
414.0,140536.0,130429.5,182160.0,440.0
980.0,271592.0,268148.0,378280.0,386.0
1181.0,335368.5,328262.0,474762.0,402.0
697.0,318738.0,293711.5,450959.0,647.0
673.0,133097.5,130683.0,186421.0,277.0
994.0,528206.0,334775.0,716674.0,721.0
597.0,94443.5,92556.0,194025.0,325.0
599.0,93346.5,89855.5,112612.0,188.0
1037.0,342129.5,314248.0,483242.0,466.0
1176.0,752267.5,495703.0,1061928.0,903.0
1176.0,752267.5,495703.0,1061928.0,903.0
4.0,0.0,0.0,4.0,1.0
676.0,124824.0,115665.0,169000.0,250.0
916.0,241519.5,236209.0,356324.0,389.0
731.0,448931.5,423508.0,615502.0,842.0
567.0,136539.5,130451.5,204687.0,361.0
686.0,162152.5,153494.5,240100.0,350.0
462.0,111010.0,99993.5,167706.0,363.0
897.0,205544.5,199510.5,313053.0,349.0
472.0,138825.0,130490.0,177944.0,377.0
826.0,136526.5,130275.5,202370.0,245.0
